Именно так называется известнейшая сказка Антония Погорельского.	"""Черная курица, или Подземные жители"""
"Именно под этим названием была экранизирована книга ""Капитаны песка""."	"""Генералы песчаных карьеров"""
Основные притоки этой украинско-молдавской реки, судоходной на 640 км, — Стрый, Реут, Серет, Збруч.	Днестр
"Именно такое название имел один из первых альбомов российской поп-группы ""Мумий Тролль""."	"""Морская"""
В древности так назывался вид гадания, вызывание теней умерших с целью вопросить их о будущем.	Некромантия
Именно этому персонажу известной зарубежной сказки к свадьбе подарили пару стрекозиных крыльев.	Дюймовочка
Именно эта группа призывала умирающих по пятницам покончить с собой добровольно.	"""Гражданская оборона"""
Именно эта страна принимала Зимние Олимпийские игры чаще других.	США (четыре раза: 1932, 1960, 1980, 2002)
"""В шкафу — двустворчатом, как храм, — Гляди: все книги по местам"". Автор этих строк..."	Марина Цветаева
Он не имел никакого отношения к шахматам и обычно пожизненно избирался всеми рыцарями ордена.	Гроссмейстер
В рассказе Марка Твена коллекционер этого, среди прочих приобретений, купил 12-кратное это в Теннесси.	Эхо
Наиболее яркими представителями этого художественного течения являются Жорж Сёра и Поль Синьяк.	Пуантилизм
"Сначала игра была запатентована под названием ""сферистика"", а затем получила ЭТО название."	Лаун-теннис
Масса из мелко нашинкованных яблок, изюма и корицы — основной компонент этого венского лакомства.	Штрудель
[Аукцион.] Курс этой дисциплины читал в Петроградском университете Анатолий Федорович Кони.	Судебная этика
"Именно В ЭТОМ ПРОИЗВЕДЕНИИ Пушкина Петр I ""за учителей своих заздравный кубок выпивает""."	"""Полтава"""
Площадь именно этого знакомого многим из вас не понаслышке объекта составляет 422 тыс. кв. км.	Черное море
Главным вооружением марсианских треножников, по Уэллсу, было именно это убийственное оружие.	Тепловые лучи
Сомнительно, чтобы на именно этом небольшом японском островке жили сплошные твердолобые консерваторы.	Тори
Именно этот правитель был коронован в Реймсе в 1429 г. во многом благодаря стараниям Жанны д'Арк.	Карл VII
"[Оговорка как бы случайна...] Именно его... ой, извините, ее перу принадлежит роман ""Жанна""."	Жорж Санд
"Расхожая шуточка ""Поднимите мне рейтинг!"" обыгрывает фразу из именно этого сочинения Гоголя."	"""Вий"""
Ухо именно этого боксера пострадало от каннибальских наклонностей Майка Тайсона в 1997 г.	Эвандер Холифилд
Таковым было одно из прозвищ франкских королей династии Меровингов, правивших в 640-751 гг.	Ленивые короли
Срок именно такой длительности отсидел лирический герой Высоцкого прежде, чем начать жизнь.	Девять месяцев
Именно его правление в России историки считают огромным отступлением на позиции XVII века.	Временщик Бирон
Эта Елена в 1975 г. представляла своего мужа на церемонии вручения Нобелевской премии в Осло.	Елена Боннэр
Согласно персидской пословице, если ЭТИ ЖИВОТНЫЕ сговорятся, лавке бакалейщика не сдобровать.	Кошки и мыши
"ОН написал музыку к пушкинской песне Земфиры ""Старый муж, грозный муж...""."	Михаил Юрьевич Виельгорский
Можно сказать, что ЕГО дважды измерили ногами, а один раз — руками и ногами. Результаты были разными.	Удав
У ЭТИХ коралловых РЫБОК по бокам тела торчат очень острые шипы и пластины, похожие на инструменты.	Хирурги
"ОН не только сам поставил фильм ""Подвиг разведчика"", но и сыграл в нем генерала фон Кюна."	Борис Барнет
"Свою любимую женщину Техуру в виде девы Марии ОН изобразил на странной картине ""Па Орана Мариа""."	Гоген
Если верить ЭТОМУ ФИЛЬМУ, один наш царь предпочитал анисовую водку.	"""Иван Васильевич меняет профессию"""
"Пароход ""Зороастр"", построенный по проекту Людвига Нобеля, был первым в мире судном ЭТОГО ТИПА."	Танкер
"Имя нынешнего ""великого из великих"" — Тензин Гьятсо. Мы его знаем по названию ЭТОГО ТИТУЛА."	Далай-лама
"Выражение ""априори"" означает ""изначально"", ""до опыта"". А КАК будет ""из опыта""?"	"""Апостериори"""
На коллективной совести ЭТОЙ ОРГАНИЗАЦИИ смертельное ранение императора Александра II.	"""Народная воля"""
Гимн ЭТОЙ СТРАНЫ исполняется на пяти языках: первый куплет — на кОса и зУлу, последний — по-английски.	ЮАР
В колесницу скандинавского бога Тора запряжены два ЭТИХ ЖИВОТНЫХ, зовущихся Тангниостр и Тангриснир.	Козлы
Антипод Эдипова комплекса, когда девочку неосознанно тянет к отцу, называется именно ТАК.	Комплекс Электры
"""Я не знаю, кто из нас двоих пишет эту страницу"". Так заканчивается ЕГО рассказ ""Борхес и я""."	Борхес
Чтобы оттеснить индейцев на неплодородные земли, армия США почти полностью истребила ЭТИХ ЖИВОТНЫХ.	Бизоны
СТОЛЬКО звезд на флаге государства Сент-Китс и Невис.	Две (одна символизирует Сент-Китс, а вторая — Невис)
Если верить расхожему выражению, страдающий педикулезом человек постоянно говорит и думает об ЭТОМ.	О БАНЕ
Именно ЭТИМ характерен облигатный паразитизм.	ОРГАНИЗМ НЕ ВЫЖИВАЕТ БЕЗ СВЯЗИ С ХОЗЯИНОМ [зачет: по смыслу]
"Именно ТАМ, если верить фильму ""Офицеры"", мы храним завещанный исключительно нам вечный огонь."	В ГРУДИ
По одной из современных версий, Вселенная представляет собой набор бесконечно повторяющихся ИХ.	Додекаэдры
А вот индонезийский космический телеспутник получил имя ЭТОЙ культовой ПТИЦЫ.	Гаруда (ездовая птица Вишну)
Обычно ПРИ НЕЙ образуются пионы, реже — каоны. Если, конечно, встречаются нуклон и антинуклон.	Аннигиляция
"ЭТИМ ПРОЗВИЩЕМ былинного героя назвала массажный салон в своей миниатюре команда КВН ""Кефир""."	Кожемяка
ТАК обычно обозначают аддитивную цветовую модель, которую в российской традиции иногда обозначают КЗС.	RGB
"Название ЭТОЙ ВЫШКИ, надстройки над зданием переводится с итальянского как ""прекрасный вид""."	Бельведер
ТАКОЕ название имеет группа нейтральных жирорастворимых красителей, общая формула которой C22H16N2O.	Судан
"Петруша Колобов и Важен Тучков были ЕГО партнерами по игре ""в тычку"" 15 мая 1591 года."	Царевич Дмитрий
В августе 2010 года на аукционе был продан за 9500 фунтов унитаз, стоявший в доме ЭТОГО Джона.	Джон Леннон
Именно ОН был банкометом, когда Германн проиграл в фараона всё свое состояние на пиковой даме.	Чекалинский
Тандем ЭТИХ ФОРВАРДОВ бразильской сборной конца 1990-х годов болельщики именовали Ро-Ро.	Роналдо и Ромарио
ЭТО ИМЯ взывало через письмена с пьедестала разрушенной статуи в стихотворении Перси Биши Шелли.	Озимандия
Создателями ЭТОГО МУЛЬТСЕРИАЛА являются Трей Паркер и Мэтт Стоун.	"""Южный парк"" {зачет: ""South Park""}"
ИХ искали Фред Си Доббс и Боб Кертин в фильме Джона Хьюстона, вышедшем в 1948 году.	Сокровища Сьерра-Мадре
"ЭТОТ ТИП казни нашел отображение в песне ""Ride the Lightning"" группы ""Metallica""."	Электрический стул
"ЭТОМУ МАСТЕРУ якобы принадлежит высказывание ""Настало время смотреть вверх""."	Микеланджело [Буонаротти]
ТАКОЕ НАЗВАНИЕ получили фиксационные движения глаз, обладающие высокой частотой и малой амплитудой.	Тремор
Оба императора ЭТОЙ СТРАНЫ были расстреляны. Один — 19 июля 1824 года, другой — 19 июня 1867 года.	Мексика
По замечанию Владимира Радзишевского, нобелевский комитет помог Солженицыну раскрутить ЕГО.	Красное колесо
ИМИ стали дядя Федор, Матроскин и Шарик, поселившись в заброшенном доме в поселке Простоквашино.	Сквоттеры
В соционике психотип логико-сенсорный экстраверт назван в честь ЭТОГО ПЕРСОНАЖА советского фильма.	Штирлиц
"В своем стихотворении Николай Гумилёв сравнивает воды ЭТОЙ РЕКИ с ""медью в самородном железе""."	Замбези
"Полное имя ЭТОГО ЗАВСЕГДАТАЯ клуба молодых аристократов ""Трутни"" — не Альберт, а Бертрам."	Берти Вустер
"По одной из версий, слово ""енот"" происходит от названия ЭТОГО небольшого африканского ХИЩНИКА."	Генетта
Считается, что на Иванов день ведьмы бросали в огонь ЭТО РАСТЕНИЕ в качестве жертвы древним богам.	Лаванда
Зимой 1997 года ЭТА ГРУППА начала выступать в лектории Санкт-Петербургского зоопарка.	"""Зимовье зверей"""
В оригинале фразы Марии-Антуанетты упоминаются ОНИ.	"Бриоши (""Если у них нет хлеба, пусть едят бриоши"")"
"От ЭТОЙ БОЛЕЗНИ врач вылечил девочку в рассказе Булгакова ""Стальное горло""."	Дифтерия [зачет: дифтерит]
"В карточных играх иногда присутствуют ""карты на погоны"", а вот в шахматах есть ТАКОЙ ОН."	Эполетный мат
"Ираклий Пирцхалава написал песню ""Вова-чума"". Вы услышали пример ТАКОГО предложения."	Повествовательное
"Мало-мальски знающий испанскую литературу может сказать, КАК будет по-испански ""бывший конь""."	Росинант
Верховная Рада своим актом от 28 ноября 2006 года определила ЕГО как геноцид украинского народа.	Голодомор
Одна из скульптур на барселонском соборе Саграда Фамилиа изображает ЭТИХ ЛЮДЕЙ на ослике.	Святое семейство
ОН находится в городе Спрингфилде, штат Массачусетс, и носит имя Джеймса Нейсмита.	Баскетбольный зал славы
На протяжении девятисот лет ЭТОТ ГОРОД был местом паломничества православных к мощам Святого Николая.	Бари
Плоды актинидии китайской — культивированной, что логично, в Новой Зеландии — мы называем именно ТАК.	Киви
ЕГО главный вредитель носит собственное имя — Нидхёгг.	[Ясень] Иггдрасиль (дракон Нидхёгг точит его корни)
В 1954 году город Проскуров стал центром бывшей Каменец-Подольской области ПОД ЭТИМ НАЗВАНИЕМ.	Хмельницкий
У заглавного героя сказки был ОН. Им также называют исключительно недобрый, лукавый взгляд.	Оловянный глаз
Коллин Этвуд номинировалась на премию BAFTA за костюмы К ЭТОМУ ФИЛЬМУ 1990 года.	"""Эдвард Руки-ножницы"""
В одном рассказе Сергея Довлатова фигурировал дальновидный иностранец С ЭТИМ ИМЕНЕМ и фамилией Зонт.	Гарри
В ЕГО адаптации для реального мира используются велосипеды и моноциклы.	Квиддич (они заменяют собой мётлы)
ОНО, установленное за счет Сержа Лифаря, включает в себя фигуру задумчивого Петрушки.	Надгробие Нижинского
ИХ настоящие имена — Леонард, Адольф, Джулиус, Мильтон и Герберт. Карлов, однако, не нашлось.	Братья Маркс
"А ЭТО СЛОВО с арауканского переводится как ""каменный страж"". Сторожит она, видимо, все Анды."	Аконкагуа
По словам директора, интервью и съемки по ИХ поводу случаются не реже, чем про Рембрандта.	Эрмитажные коты
"ЕЕ полное название заканчивается словами ""В народной школе С.А. Рачинского""."	"Картина ""Устный счет"""
По словам Павсания, ЕГО позолоченная колесница хранилась в Коринфе. Видимо, каким-то чудом уцелела.	Фаэтон
"Короткометражный мультфильм ""Миссис Инк из Манилы"" поставлен по произведению ЭТОГО МИСТЕРА."	Эдвард Лир
ЭТОТ ГОРОД с коротким названием был древней столицей Армении и некоторое время был известен как Хнамк.	Ани
ЭТОТ ЖУРНАЛ дал название уличному танцу, в основу которого положена техника подиумной походки.	"""Vogue"""
ОН, по словам Венедикта Ерофеева, сидит на Эйфелевой башне, смотрит в бинокль и ест каштаны.	Шарль де Голль
Улетая, ОН объявил по городу, что отправляется навестить старого друга — великого волшебника Солнце.	Гудвин
Из ЭТОГО произведения можно узнать, что злобный зверь Пэх был проклят святым Микой.	"""Трудно быть богом"""
Если произойдет деноминация доллара, то основной мировой валютой, по мнению МУДРЕЦА, станет именно ОН.	Цент
"""Сон не схоронил, а крест на спас"" именно их."	"""Тех, кто прожил в стороне"" — ""Ветер Водит Хоровод"""
"""Концы не смыкались с началом, когда"" он объяснял тебе жизнь."	"Политрук — ""Завтра Может Быть Поздно"""
Иванов живет на Петроградской в коммунальном коридоре между этими двумя помещениями.	Между кухней и уборной
Именно поэтому менты отвязались от Ляськи, тащившей обдолбавшегося Хрюнделя.	Потому что он был еще и пьяный
"""Движемся мы в старой лодке по воле теченья"" именно так."	"""Попеременно вправо и влево толкая веслом"""
Именно такой результат получится, если поделить число дорог, которые хотел пройти, на число пройденных.	Два
"В песне ""Старая дорога"" было замечено, что ""судят о мне и тебе"" именно по ним."	"""По нашим машинам"""
Марианну надо показать японцам, чтобы они в момент позабыли именно об этом.	"""Про наличие двух островов"""
Дважды в сутки на 30 минут замирает страна у экрана и смотрит именно этот сериал.	"""Богатые тоже плачут"""
"Именно эти три человека упомянуты в ""Блюзе о безусловном вреде пьянства""."	Рабочий, колхозник и писатель
За выдающееся, почти телепатическое взаимопонимание на поле этого футболиста называли братом Пеле.	Коутиньо
Этот клуб был первым соперником белорусских команд за всю историю их участия в еврокубках.	"""Грассхопер"""
Эта команда стала последним соперником сборной СССР в ее истории осенью 1991 года.	Кипр (СССР — Кипр — 3:0)
Одержав четыре победы при трех поражениях и одной ничьей, Суперсерию 1972 года выиграла ЭТА команда.	Канада
Уже не первый сезон наилучшую скорострельность на огневых рубежах демонстрирует ЭТОТ биатлонист.	Симон Эдер
Согласно Киру Булычёву, котенок, неудачно отправленный в прошлое, стал известен как ОН.	Тунгусский метеорит
Инспекторы ГАИ имеют право задержать водителя по подозрению в нахождении именно в этом состоянии.	Нетрезвом
Такова пренебрежительная кличка ресторанных музыкантов или музыкантов, играющих в ресторанной манере.	Лабух
Именно этот орден, учрежденный еще Петром I, обрел свою вторую жизнь в 1942 году.	Орден Александра Невского
Именно так в рабовладельческих государствах Древней Греции именовался глава демократической партии.	Демагог
"На входе именно в этот театр висела табличка с надписью ""Весь мир — театр, а люди в нем актеры""."	Глобус
"Если вы знаете, как по-гречески ""оцепенение"", то назовете имя одного из героев греческих мифов."	Нарцисс
Именно для этого древние греки проводили в храмах Асклепия несколько ночей подряд?	Для излечения от болезни
"Именно этот участник ансамбля ""Битлз"" не имел никакого образования и даже не окончил школу."	Ринго Старр
"Музыку к фильмам ""Ночи Кабирии"", ""Рокко и его братья"", ""Сладкая жизнь"" написал именно он."	Нино Рота
В псевдониме французского писателя помимо стен можно увидеть еще этого Владимира Ивановича.	Даля (Стендаль)
Подзорная Труба, она же Грот-мачта — так называлась одна из возвышенностей на этом острове.	Остров Сокровищ
Именно этому расстоянию приблизительно равна 1 астрономическая единица.	От Земли до Солнца (ок. 150 млн км)
За нарушение запрета своего дяди царя Креонта она была заключена в темницу, где покончила с собой.	Антигона
Этот генерал-майор впервые описал дикого верблюда, медведя-пищухоеда и другие виды позвоночных	Пржевальский
Если бы жители города прислушались к ее советам, военная хитрость греков могла бы и не сработать.	Кассандра
Именно так, по преданию, были вознаграждены царем зодчие, построившие собор Василия Блаженного.	Их ослепили
Именно этот судебный чиновник в Англии и США расследует случаи внезапной или насильственной смерти.	Коронер
Этот Виктор выступал в хоккейной тройке ЦСКА и сборной СССР вместе с Викуловым и Фирсовым.	Виктор Полупанов
Именно таким было настоящее имя женщины, словарь которой насчитывал всего 30 слов и выражений.	Елена Щукина
Из многих ролей этого знаменитого артиста особенно памятен деревенский детектив Федор Анискин.	Михаил Жаров
На такой срок заключения нередко осуждали людей в первые годы Советской власти.	до победы мировой революции
В тихоокеанской войне 1864-66 гг. участвовали Перу, Чили, Эквадор и Боливия. Их противником была...	Испания
Именно она впадает в Желтое море и является четвертой из самых длинных рек Азии.	Хуанхэ. Зачет: Желтая река
"Его название происходит от греческого слова ""высохший"", а состоит он более чем из 200 элементов."	Скелет
В 1975 г. президентом Греции стал человек по имени Констандинос. А фамилия у него была именно такова.	Цацос
Бескровное свержение в 1688 году Якова II позже назвали именно так.	Славная революция (Glorious Revolution)
"Десант у ""Китайской фермы"" стал предвестником разгрома египетской армии в этой войне."	Война Судного дня
"На мелодию ЕЕ ""Прощания"" придумали не один текст. Но ""смертный бой"" упоминается повсеместно."	Славянка
Солдаты Пиночета отрубили ЕМУ пальцы.	Виктор Хара (известный чилийский бард и член Коммунистической партии)
Жан-Батист Ланде, Шарль-Луи Дидло, Мариус Петипа стали родоначальниками балета именно в этой стране.	Россия
"Именно так назывался футбольный клуб в книге братьев Стругацких ""Гадкие лебеди""."	"""Братья по разуму"""
Именно эту часть Библии иудеям было запрещено читать до достижения тринадцатилетнего возраста.	Песнь песней
За возобновление преследования сенаторов римская знать дала ЭТОМУ ИМПЕРАТОРУ прозвище Лысый Нерон.	Домициан
За счет денег, привезенных ИМ, однажды смогли полностью погасить государственный долг Англии.	Фрэнсис Дрейк
Латинское название одного из видов гусей — Anser albifrons — говорит, что его лоб именно ЭТОГО ЦВЕТА.	Белый
"ЕГО первый и единственный прижизненный сборник носил название ""Кипарисовый ларец""."	Иннокентий Анненский
Когда англичане опаздывают на пароход, мы употребляем именно ЭТУ ИДИОМУ.	"""Приходим к шапочному разбору"""
"""Как объяснить вам, что это такое, // Когда закипает вода в пулемете""."	Жители XXX века {зачет: XXX век}
В эпиграмме Николая Асеева на ЭТОГО ПОЭТА говорится, что не столько воды в Неве, сколько в нем.	Рюрик Ивнев
И Юрюзань, и Мзымта, и Саскачеван — фактически реки-тезки. Их название переводится именно ТАК.	Быстрая река
В одном из детских стихов Надежды Луниной Маша мыла матрешку. С помощью ЭТИХ ДВУХ ПРЕДМЕТОВ.	Мочалка и мыло
В 1720 году Петр издал указ, что каждый владелец лошади должен в указанное место доставить воз ЭТОГО.	Навоз
Не назовете ли ФАМИЛИЮ главнокомандующего армией Конфедератов в Гражданскую войну в США?	Ли (Роберт Эдвард)
Церемония вступления в должность президента называется инаугурацией, а патриарха — именно ТАК.	Интронизация
Красный цветок в ЕЕ волосах выделяется ярким пятном на фоне пастельных тонов картины.	"""Девочка на шаре"""
"В 1902 году ЕЕ изобрел сотрудник компании ""Bosch"" Хонольд."	Свеча зажигания [зачет: автомобильная свеча]
ЭТУ ФАМИЛИЮ получил в России миланец Алевиз, принимавший участие в строительстве московского Кремля.	Фрязин
ЭТОТ ЧЕЛОВЕК в 1995 году окончил с золотой медалью милицейско-правовой лицей города Пскова.	Оксана Федорова
"В 1798 году ЭТОТ англиканский СВЯЩЕННИК опубликовал свой ""Опыт о законе народонаселения""."	Томас Мальтус
ЭТОТ ГОРОД Вологодской области расположен на реке Гусь.	Великий Гусляр (город, придуманный Киром Булычёвым)
Фамилия разработчика системы компьютерной алгебры Mathematica совпадает с названием ЭТОГО металла.	ВОЛЬФРАМ
В 1929 году В ЭТОЙ СТРАНЕ поступили в обращение 13 марок Испании, а в 1931 году — 23 марки Франции.	Андорра
"Происхождение названия единицы скорости ""узел"" связано с принципом использования ЭТОГО ИНСТРУМЕНТА."	Лаг
Согласно Книге Бытия, бесплодная Рахиль, жена Иакова, ела ЭТО, после чего и зачала Иосифа.	Корни мандрагоры
В ЕЕ сказке заглавный герой по дороге к ручью встречается с Большим Скунсом и Толстым Кроликом.	Лилиан Муур
Зонтик является постоянным атрибутом ЭТОГО ПРОТИВНИКА Бэтмена.	Пингвин {зачет: Освальд Честерфилд Кобблпот}
"О попытках ЕЕ преодоления повествует книга ""Притягательная сила свободы"" Бодо Мюллера."	Берлинская стена
Именно ТАМ зверствовал Джейсон Вурхиз.	"[Лагерь] ""Хрустальное озеро"" {зачет: [лагерь] ""Кристалл-Лейк""}"
"Польский профсоюз ""Солидарность"" собирается использовать ИХ на своих митингах и демонстрациях."	Вувузелы
ЭТОТ ПЕРСОНАЖ многих компьютерных игр впервые появился в октябре 1994 года.	[Дождевой/земляной червяк] Джим
Некоторые сорта сыров перед созреванием протыкают длинными иглами — именно для ЭТОГО.	Заносят споры плесени
По традиции и для смягчения ударов головой при падении прическа суматори делается в форме НЕГО.	Лист гинкго
ЭТОТ немецкий ГРОССМЕЙСТЕР был одним из наиболее активных пропагандистов шахмат по переписке.	Эдуард Дикгоф
Именно за ЭТО звездой Героя Советского Союза был награжден уроженец Саксонии Зигмунд Йен.	За полет в космос
Тартарен из Тараскона однажды даже стал моделью для написания портрета ЭТОГО своего КУМИРА.	Вильгельм Телль
"Название ЭТОЙ итальянской МОНЕТЫ происходит от латинского слова со значением ""щит""."	Судо {зачет: скуди}
"ЕГО девизом было ""Щит и меч партии""."	"""Штази"" {зачет: Министерство государственной безопасности ГДР}"
"Константин Завалин перепел основной хит ЭТОЙ ГРУППЫ, переименовав песню в ""Выхухоль во рту""."	"""Демо"""
"""Проходили дни, и я видела, как он разучивается ходить...""."	"""Загадочная история Бенджамина Баттона"""
14 июня 1934 года польская полиция арестовала ЕГО вместе с его товарищем Богданом Пидгайным.	Степан Бандера
ОН предложил классификацию кубических уравнений и вывел их решения с помощью конических сечений.	Омар Хайям
"В ЭТОМ южноафриканском ГОРОДЕ находится недействующий алмазный рудник — трубка ""Большая дыра""."	Кимберли
Царь Алексей Михайлович запретил ЭТО под страхом смертной казни. Заботился, впрочем, не о здоровье.	Курение
"Вторым названием скульптуры Андреа Вероккио ""Дама с букетом"" стало имя ЭТОЙ древнеримской БОГИНИ."	Флора
ТАКОЕ нескромное НАЗВАНИЕ носит книга, в которой собраны все самые известные коктейли.	"""Библия бармена"""
Именно ЭТИМ кэб-трИбус отличался от обычного кэба.	Он предназначался для трех пассажиров [зачет: по смыслу]
ЕГО первым президентом в 1721 году стал Стефан Яворский.	Синод (в 1721 году Петр I учредил Священный Синод)
В гимне ЭТОЙ СТРАНЫ упоминаются монголы, турки и Вена.	Венгрия (также там есть Карпаты, Тиса, Дунай, Токай)
"Пушкин писал О НЕМ: ""Слабым мАнием руки на русских двинул он полки""."	"Карл XII (цитата из ""Полтавы"")"
ЕГО щит назывался Анкил. В Древнем Риме ежегодно в марте жрецы носили Анкил и 11 копий щита по городу.	Марс
"В ЭТОЙ ЭКРАНИЗАЦИИ 1986 года роль скриптория ""сыграл"" дормиторий — монастырская спальня."	"""Имя розы"""
Вам нужно ответить за тридцать, как называется самец животных, из шкур которых делают одеяла дюрханы.	Козел
ЭТОТ ПИСАТЕЛЬ собственноручно выбирал бульдогов для экранизации своего произведения 2001 года.	Борис Акунин
В 1758 году британский генерал Джеймс Вульф назвал ЭТИМ коротким СЛОВОМ солдат уроженцев Новой Англии.	Янки
"Песня дуэта ""Иваси"" ""ОНА номер шесть"" повествует о горе героя, вызванном больными мыслями."	Ума палата
ЭТО не только валюта, но еще и государственный деятель, и головной убор, и малогрузоподъемный конь.	Боливар
Наиболее распространенные ИЗ НИХ — кожевники (чамары), прачки (дхобии), ну и, конечно, парии.	Неприкасаемые
ЭТОТ ЧЕЛОВЕК года — 1938-го — был единственным, чье фото не было помещено на обложке журнала.	Адольф Гитлер
ОН был вывезен в Европу аж через Владивосток в конце 1919 — первой половине 1920 года.	Чехословацкий корпус
ЕГО нашли только в начале 1950-х годов в горах СьЕрра-ПарИма, у границы Венесуэлы и Бразилии.	Исток Ориноко
ЕЮ оказались и телятина, и баранье филе, и куриная грудинка, поданные друзьям в трактире в Шантильи.	Конина
Соответствующего теме персонажа В ЭТОМ СЕРИАЛЕ сыграл Чендлер Риггз. Чендлер, Риггз!	"""Ходячие мертвецы"""
Согласно ЭТОМУ ПРОИЗВЕДЕНИЮ, земной рай располагается на вершине горы Чистилища.	"""Божественная комедия"""
ОН включает в себя 107 букв, 52 диакритических знака и 4 знака просодии.	Международный фонетический алфавит
"Бразильский баскетболист Оскар Шмидт набрал за карьеру 49703 очка и получил прозвище ""Святая ОНА""."	Рука
Православные россияне не могут обвенчаться в День семьи и брака. Виноват во всём ЭТОТ Петров.	[Петров] пост
"""Ян Коменский покидает родину"" и ""Проповедь магистра Яна Гуса"" — это ЕГО произведения."	[Альфонс] Муха
Управляющего С ТАКОЙ ФАМИЛИЕЙ игнорировали во время забастовки, устроенной Земельной лигой Ирландии.	Бойкот
По ЕГО словам, шестьдесят восьмой номер был выбран ИМ по причине антикоммунизма, а не русофобии.	Яромир Ягр
Судя по количеству установленных рекордов, можно смело сказать, что это и правда не машина, а мечта.	Ан-225
ТАК НАЗЫВАЛАСЬ серия монет Банка России, на одной из которых был изображен даурский еж.	"""Красная книга"""
Первый французский спутник вскоре после выхода на орбиту получил название в честь ЭТОГО ПЕРСОНАЖА.	Астерикс
Айрис ШИферштайн создает сапоги и туфли с настоящими копытами. Одну из пар для себя заказала ОНА.	Леди Гага
ТАКОЕ НАЗВАНИЕ носит узкий проход, ведущий к вершине горы К2.	Бутылочное горлышко {зачет: Бутылочное горло}
Покрывали меня черным покрывалом,... черпали мне синее вино... сыпали мне крупный жемчуг на грудь.	Святослав
Его мать звали Махамайя, и она была старшей женой царя шакьев Суддходаны.	Царевич Гаутама, он же позже Будда
"Эти три предмета продал герой ""Галактической Комедии"", чтобы построить ракету."	Часы, бритву и новый утюг
"Именно эта недавно побывавшая в Харькове группа исполняет песню В. Цоя ""Видели Ночь""."	"""Zdob Zi Zdub"""
"Заглавие этой работы В.И. Ленина цитируется в песне ""Тоталитарный Рэп""."	"""Шаг вперед, два шага назад"""
Именно так звали русского аналога Гарри Поттера, который провел Масяню и Хрюнделя на концерт.	Гриша Чайников
В день рождения будет много слов, а обсуждаться будут эти три темы.	О дисках, о джинсах и о погоде в небесах
"Именно тогда ""мы на мгновенье сыны неземной страны""."	"""Когда разгаданы сны и в небе фаза полной луны"""
Время суток позволяло сыграть игру, время года велело поступать именно так.	"Стрелять в упор — ""Имитация"""
"""Не поднят никем заброшенный зимним днем"" именно такой флаг."	"""Флаг из травы с живыми цветами на нем"""
"""Большая братва заседает в верхах, помельче братва"" делает именно это."	"Голосует — ""Братский вальсок"""
В особняке Литвинова Фандорина встретил величественный лакей при раззолоченном камзоле и даже при НЕМ.	Парик
